POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
C,9,Jonathan Moore,,-,-,-,07/24/2038,17,USA,6' 1',175 lbs,Right,Right,0.5 Stars,2.5 Stars,9,10,3,1,1,9,10,10,6,4,1,11,9,7,2,1,1,6,58,5,Line Drive,Normal,Spray,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,57,57,62,13,7,52,5,38,34,54,8,1,3,2,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,20,Eddie Mora,,Atlanta (INT),INT,INT,01/11/2039,16,DOM,6' 1',175 lbs,Left,Left,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,5,Normal,Pull,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,1,4,2,7,4,30,1,27,25,54,26,20,25,19,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,1,Jonathan Morales,,Indianapolis (INT),INT,INT,02/08/2037,18,VEN,6' 3',170 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,3,1,9,11,1,7,6,1,11,14,1,1,2,1,9,9,50,3,Flyball,Normal,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,1,1,7,7,6,56,30,31,51,40,40,27,42,56,52,62,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,51,Leon Morales,,New York (INT),INT,INT,10/10/2037,17,PAN,6' 0',175 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,1,1,1,1,1,1,1,7,8,1,1,1,1,1,1,56,7,Normal,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,1,32,26,63,8,6,26,8,20,17,22,7,14,12,25,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,30,Omar Morales,,Jacksonville (INT),INT,INT,07/20/2038,17,DOM,6' 1',175 lbs,Left,Right,0.5 Stars,2.0 Stars,3,1,1,1,1,6,1,1,1,1,3,1,2,6,3,1,1,10,49,8,Groundball,Normal,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,1,2,1,2,12,12,23,2,48,54,69,47,29,16,41,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,16,Luigino Morbidelli,,Philadelphia (INT),INT,INT,12/04/2038,16,VEN,6' 2',180 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,1,1,1,1,3,5,3,5,1,7,1,1,1,1,1,1,51,5,Normal,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,3/4,Normal,1,1,1,4,3,32,53,51,31,53,42,54,27,30,35,13,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,26,Gilberto Moreno,,Memphis (INT),INT,INT,05/10/2039,16,DOM,6' 0',175 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,1,1,1,1,4,6,5,1,9,9,1,1,1,1,1,1,22,4,Normal,Spray,Pull,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,2,2,1,45,47,38,25,29,35,50,36,31,34,38,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,38,Octavio Moreno,,Atlanta (INT),INT,INT,12/10/2036,18,VEN,6' 1',175 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,3,1,1,1,1,1,9,1,6,1,1,1,1,1,1,32,13,Normal,Normal,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,1,1,4,1,43,52,34,25,35,18,51,55,35,37,39,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,15,Kevin Morris,,-,-,-,01/06/2038,17,USA,6' 2',180 lbs,Right,Right,0.5 Stars,2.0 Stars,10,12,10,1,2,10,13,12,11,3,10,13,11,10,9,1,1,9,56,9,Normal,Spray,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,3/4,Normal,1,1,4,1,2,7,1,33,1,42,62,32,24,46,55,51,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,23,Bemabe Mota,,Memphis (INT),INT,INT,06/23/2038,17,DOM,6' 1',175 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,4,1,1,7,9,1,1,1,1,1,1,52,37,Groundball,Normal,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,89-91,3/4,Normal,1,1,5,6,10,48,43,37,37,42,58,52,28,25,35,16,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,11,Antonio Muniz,,Memphis (INT),INT,INT,06/02/2038,17,CUB,6' 2',185 lbs,Right,Right,0.5 Stars,2.5 Stars,1,1,15,8,1,1,4,4,16,11,3,6,1,1,15,6,1,1,36,9,Line Drive,Spray,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,10,9,12,31,25,2,21,67,32,28,70,37,25,28,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,60,Enrique Munoz,,-,-,-,05/28/2038,17,DOM,6' 3',190 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,1,1,1,1,1,1,3,10,10,3,1,1,1,1,1,1,45,8,Flyball,Pull,Pull,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,SIDE,Normal,1,1,1,2,1,17,24,42,19,47,58,54,42,29,30,33,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,41,Luis Munoz,,Seattle (INT),INT,INT,09/26/2038,16,COL,6' 0',175 lbs,Right,Right,0.5 Stars,0.5 Stars,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,52,8,Flyball,Normal,Pull,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,SIDE,Normal,1,1,45,41,25,15,23,40,4,24,52,66,17,14,18,18,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,11,Federico Muro,,San Antonio (INT),INT,INT,11/18/2037,17,VEN,6' 0',175 lbs,Left,Right,0.5 Stars,2.0 Stars,2,1,2,1,1,2,1,1,1,1,1,1,3,3,3,1,1,4,93,66,Normal,Pull,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,OTT,Normal,1,1,1,1,1,23,10,56,13,57,55,61,66,47,51,35,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,4,Clemens Myers,,Colorado (INT),INT,INT,09/29/2036,18,GER,6' 1',180 lbs,Left,Right,0.5 Stars,1.0 Stars,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,9,42,6,Flyball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,54,46,53,28,11,29,10,21,19,57,23,13,5,22,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,12,Mike Nabozny,,-,-,-,06/10/2038,17,USA,6' 1',190 lbs,Right,Right,0.5 Stars,1.5 Stars,1,10,1,11,3,1,11,1,1,13,6,1,10,1,1,10,2,1,24,4,Normal,Pull,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,89-91,91-93,3/4,GB'er,1,4,2,4,10,22,17,45,14,58,25,31,49,47,50,60,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,19,Edwin Najera,,-,-,-,09/02/2037,18,USA,6' 4',190 lbs,Left,Left,0.5 Stars,2.5 Stars,3,3,9,5,2,4,1,1,4,1,1,1,5,6,10,8,4,9,47,6,Line Drive,Pull,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,1,1,11,10,9,25,21,22,3,50,36,43,66,37,33,17,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,30,Fumihiko Nakamura,,Chicago (INT),INT,INT,07/04/2038,17,JPN,6' 0',185 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,1,4,1,1,1,2,2,11,1,3,1,1,1,1,1,1,14,5,Normal,Pull,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,1,31,62,46,21,5,24,5,24,20,48,3,5,3,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,22,Giulio Nannini,,Atlanta (INT),INT,INT,09/09/2037,18,VEN,6' 2',190 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,56,4,Normal,Normal,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,59,30,44,12,11,31,9,51,23,54,23,28,35,32,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,21,Ryan Nargi,,-,-,-,04/07/2034,21,USA,6' 3',200 lbs,Right,Right,0.5 Stars,1.5 Stars,13,1,9,5,25,21,5,15,10,10,28,26,1,12,7,2,24,20,57,7,Normal,Spray,Normal,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,3/4,Normal,1,1,1,4,2,13,12,13,17,30,34,26,2,2,3,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,6,Tony Narvaez,,Miami (INT),INT,INT,08/04/2038,17,DOM,6' 1',175 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,1,1,1,1,3,5,3,1,1,9,1,1,1,1,1,1,49,5,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,4,2,1,52,46,47,37,44,37,28,12,31,42,37,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,22,Mario Natividad,,-,-,-,07/24/2037,18,USA,5' 11',180 lbs,Right,Right,0.5 Stars,1.5 Stars,3,4,4,3,1,2,9,9,8,10,1,10,3,1,3,1,1,1,76,6,Normal,Spray,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,OTT,Normal,1,1,46,51,50,18,40,46,5,49,37,60,16,17,12,11,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,3,Alex Navarrete,,Jacksonville (INT),INT,INT,03/02/2038,17,DOM,6' 0',170 lbs,Left,Right,0.5 Stars,2.5 Stars,3,2,7,10,1,5,1,1,2,1,1,1,3,6,9,11,3,9,22,5,Normal,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,10,8,11,61,45,52,63,68,51,67,38,28,32,42,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,1,Sergio Navarrete,,-,-,-,01/02/2034,21,USA,6' 0',180 lbs,Right,Right,0.5 Stars,2.0 Stars,22,24,20,7,22,22,26,25,22,11,26,27,23,21,20,5,20,21,59,9,Normal,Normal,Pull,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,OTT,Normal,1,6,1,4,3,52,25,25,45,49,48,28,30,9,15,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,33,Brian Nelson,,-,-,-,12/24/2037,17,USA,6' 5',205 lbs,Right,Right,0.5 Stars,2.0 Stars,6,5,3,7,1,9,9,10,6,11,10,12,3,4,2,4,1,6,13,13,Normal,Pull,Spray,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,89-91,91-93,3/4,GB'er,1,1,1,2,3,35,47,52,29,24,31,72,28,29,26,16,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,3,Dwayne Nelson,,-,-,-,02/16/2038,17,USA,6' 2',190 lbs,Right,Right,0.5 Stars,2.0 Stars,8,10,2,2,1,8,10,10,5,9,1,11,9,6,1,1,1,5,48,9,Normal,Spray,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,SIDE,Normal,1,1,27,45,56,14,17,37,5,16,25,54,16,10,17,11,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,35,Mike Nelson,,-,-,-,07/29/2038,17,USA,6' 2',190 lbs,Left,Right,0.5 Stars,2.0 Stars,2,2,1,3,1,2,1,1,1,1,1,1,3,4,1,5,1,5,15,1,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,3/4,Normal,1,1,45,46,60,17,7,26,5,13,32,55,15,27,25,37,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,5,Mike Nelson,,-,-,-,08/14/2037,18,USA,6' 0',185 lbs,Right,Right,0.5 Stars,2.5 Stars,3,2,1,3,1,5,4,6,1,7,5,9,2,3,1,2,1,3,86,5,Normal,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,SIDE,Normal,1,1,48,47,47,21,12,37,4,45,33,46,6,7,2,21,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,47,Hunter Newell,,-,-,-,03/21/2039,16,CAN,6' 0',185 lbs,Right,Right,0.5 Stars,2.5 Stars,2,2,3,3,1,1,4,5,5,8,1,6,2,1,2,2,1,1,25,5,Normal,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,86-88,86-88,3/4,GB'er,1,1,50,52,48,18,4,56,6,17,44,24,7,5,13,6,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,1,Mike Niemeyer,,-,-,-,06/30/2038,17,USA,6' 3',195 lbs,Switch,Right,0.5 Stars,2.5 Stars,9,5,10,5,1,11,1,1,5,1,1,1,8,10,10,9,1,12,18,10,Normal,Pull,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,88-90,3/4,Normal,1,1,4,2,2,23,12,44,13,62,35,51,51,47,47,47,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,93,Xavier Nieto,,Milwaukee (INT),INT,INT,10/02/2038,16,DOM,6' 1',175 lbs,Right,Right,0.5 Stars,2.5 Stars,1,1,1,2,2,1,5,6,1,9,5,9,1,1,1,1,1,1,48,3,Normal,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,SIDE,Normal,1,1,3,1,2,66,48,59,53,43,34,53,38,36,49,46,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,24,Tim Nilsson,,-,-,-,10/12/2037,17,USA,6' 3',185 lbs,Right,Right,0.5 Stars,3.5 Stars,6,4,9,8,1,9,9,10,11,12,6,11,2,4,7,4,1,7,28,7,Normal,Pull,Pull,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,3/4,Normal,1,1,2,3,4,25,27,24,16,55,64,42,59,50,51,54,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,46,Jack Nippard,,-,-,-,03/15/2039,16,CAN,6' 0',170 lbs,Left,Left,0.5 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,1,2,30,2,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,1,1,7,10,12,9,7,14,3,54,56,29,34,34,47,44,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,49,Gabe Nunez,,Minnesota (INT),INT,INT,09/14/2038,17,DOM,6' 1',175 lbs,Switch,Left,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,3,3,5,9,4,1,1,1,1,1,1,48,5,Normal,Pull,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,3/4,Normal,1,1,2,1,1,8,14,24,3,46,49,37,27,17,18,17,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,39,Dave O'Brien,,-,-,-,08/13/2035,20,USA,6' 2',185 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,5,5,1,1,1,7,9,11,1,1,1,1,3,1,67,6,Flyball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,OTT,Normal,1,6,4,1,2,11,9,7,6,26,46,28,24,22,21,19,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,1,Mark O'Brien,,-,-,-,04/19/2037,18,USA,6' 2',180 lbs,Switch,Right,0.5 Stars,2.5 Stars,12,13,18,3,5,13,11,10,16,1,1,10,13,12,18,5,6,14,75,65,Line Drive,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,1,2,1,1,24,20,50,15,64,56,66,70,51,43,55,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,17,Mike O'Neil,,-,-,-,11/11/2033,21,USA,6' 1',190 lbs,Switch,Right,0.5 Stars,1.5 Stars,16,21,18,19,24,13,24,20,20,24,27,17,20,15,17,17,24,12,18,4,Normal,Pull,Pull,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,84-86,84-86,3/4,Normal,1,1,1,5,4,15,24,35,13,44,40,55,30,45,58,55,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,36,Biagio Ocampo,,Tampa Bay (INT),INT,INT,09/27/2038,16,VEN,6' 1',180 lbs,Right,Right,0.5 Stars,2.0 Stars,1,2,1,1,1,1,5,3,3,6,3,1,1,1,1,1,1,1,58,4,Normal,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,80-83,80-83,3/4,GB'er,1,1,51,46,50,18,8,70,1,48,21,30,15,4,1,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,16,Odoardo Ocha,,San Francisco (INT),INT,INT,07/26/2037,18,VEN,5' 10',180 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,1,4,1,1,1,1,1,10,1,1,1,1,1,1,1,45,5,Normal,Normal,Spray,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,30,32,42,12,5,19,22,24,40,48,3,1,1,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,25,Sal Ochoa,,Seattle (INT),INT,INT,11/20/2038,16,DOM,6' 0',165 lbs,Left,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,9,76,1,Flyball,Normal,Normal,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,3/4,Normal,1,1,1,1,1,7,3,17,1,53,42,31,47,53,58,52,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,8,Raul Olan,,Columbus (INT),INT,INT,03/08/2039,16,VEN,6' 0',170 lbs,Right,Right,0.5 Stars,1.5 Stars,1,2,1,1,1,1,8,8,1,1,5,10,1,1,1,1,1,1,47,9,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,6,11,11,11,19,22,9,51,51,39,35,16,9,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,18,Carlos Olivares,,Jacksonville (INT),INT,INT,02/19/2038,17,CUB,6' 3',200 lbs,Right,Right,0.5 Stars,1.5 Stars,3,3,1,1,5,3,7,8,1,1,10,10,2,1,1,1,2,1,49,9,Normal,Pull,Pull,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,3/4,Normal,1,1,2,1,1,25,25,25,25,33,37,13,14,18,24,20,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
