POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
RF,25,Jorge Ronquillo,,-,-,-,09/11/2036,18,PUR,6' 1',180 lbs,Left,Left,0.5 Stars,2.0 Stars,1,1,1,2,4,1,1,1,1,1,1,1,1,1,3,6,8,1,36,1,Normal,Spray,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,5,11,7,9,4,42,1,40,36,67,19,27,28,29,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,9,David Roque,,-,-,-,08/16/2036,18,DOM,6' 1',180 lbs,Left,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,5,2,6,61,7,Normal,Spray,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,SIDE,Normal,1,3,3,3,4,44,37,60,36,13,32,22,29,27,40,20,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,20,Jorge Rosales,,San Antonio (INT),INT,INT,01/21/2037,17,VEN,5' 9',155 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,2,1,6,1,1,7,11,1,1,1,1,1,1,57,34,Groundball,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,89-91,3/4,Normal,1,1,4,1,1,11,21,15,7,41,32,59,25,24,25,32,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,47,Juan Rosales,,Jacksonville (INT),INT,INT,05/17/2036,18,DOM,6' 0',180 lbs,Left,Left,0.5 Stars,1.5 Stars,1,1,1,10,4,1,1,1,1,3,1,1,2,1,1,11,6,1,30,9,Normal,Normal,Normal,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,OTT,Normal,1,1,10,11,5,7,10,20,2,63,40,60,68,73,70,83,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,10,Greg Rosene,,-,-,-,02/05/2037,17,USA,6' 1',175 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,1,1,1,1,1,4,5,9,8,8,1,1,1,1,1,1,16,11,Normal,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,OTT,Normal,1,4,1,2,3,12,4,55,1,57,76,86,32,51,67,41,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,6,Gian Rossellino,,Jacksonville (INT),INT,INT,09/29/2035,18,VEN,6' 0',180 lbs,Right,Right,0.5 Stars,5.0 Stars,13,12,19,11,17,17,15,16,21,13,19,20,11,12,19,10,17,16,25,2,Line Drive,Pull,Normal,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,89-91,3/4,Normal,1,1,3,3,2,55,47,48,49,42,39,48,73,69,70,72,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,17,Trevor Rosser,,-,-,-,11/23/2036,17,USA,6' 0',170 lbs,Right,Right,0.5 Stars,2.5 Stars,4,3,11,4,1,6,6,9,12,9,5,10,2,3,11,2,1,3,48,58,Line Drive,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,15,14,10,60,53,66,62,33,35,50,70,58,45,60,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,15,Matt Rossman,,-,-,-,09/14/2031,23,USA,6' 2',195 lbs,Right,Right,0.5 Stars,1.5 Stars,12,14,9,10,12,13,15,15,11,13,15,16,13,12,9,9,11,12,51,7,Normal,Pull,Pull,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,SIDE,Normal,1,6,8,6,13,53,52,20,32,26,45,44,62,52,41,45,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,8,Malcolm Rovers,,Los Angeles (INT),INT,INT,01/20/2037,17,NED,6' 4',190 lbs,Right,Right,0.5 Stars,2.0 Stars,4,5,3,1,3,4,9,9,5,1,9,10,4,3,2,1,1,2,46,4,Groundball,Normal,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,SIDE,Normal,1,1,1,4,1,34,66,52,25,54,28,58,47,53,55,55,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,34,Aaron Rubin,,-,-,-,02/18/2037,17,USA,6' 4',195 lbs,Left,Left,0.5 Stars,2.0 Stars,11,11,1,1,1,12,7,8,1,1,1,9,12,12,4,1,2,13,59,8,Line Drive,Spray,Pull,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,84-86,84-86,3/4,Normal,1,1,5,11,5,28,20,14,3,48,30,33,23,31,43,42,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,39,Greg Ruiz,,Pittsburgh (INT),INT,INT,10/13/2035,18,MEX,6' 1',175 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,3,1,1,4,1,3,6,1,1,10,1,1,2,1,1,2,46,11,Normal,Normal,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,1,5,4,3,1,42,53,37,50,38,38,31,45,35,34,23,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,38,Jose Ruiz,,Colorado (INT),INT,INT,12/26/2035,18,NCA,6' 1',175 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,3,1,12,1,4,1,6,7,11,1,1,1,2,1,12,1,48,7,Normal,Pull,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,OTT,Normal,1,1,1,1,2,61,30,28,60,55,51,54,59,36,15,30,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,33,Leo Ruiz,,Jacksonville (INT),INT,INT,06/26/2037,17,DOM,6' 3',185 lbs,Left,Right,0.5 Stars,2.0 Stars,3,4,4,1,1,3,1,1,1,1,1,1,5,5,5,2,1,6,57,10,Normal,Pull,Spray,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,3/4,Normal,1,1,57,55,55,18,3,67,16,49,37,60,33,32,38,25,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,19,Ramiro Ruiz,,-,-,-,09/13/2037,17,VEN,5' 11',165 lbs,Left,Right,0.5 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,50,7,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,7,8,4,36,57,43,64,39,38,55,33,38,33,33,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,15,Jon Russell,,-,-,-,08/31/2032,22,USA,6' 3',200 lbs,Right,Right,0.5 Stars,1.5 Stars,5,13,6,4,12,1,15,7,9,10,15,1,13,4,5,1,11,1,55,12,Normal,Normal,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,SIDE,Normal,1,3,2,2,1,20,24,25,12,26,41,41,2,5,1,15,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,21,Juan Ruvalcaba,,-,-,-,05/11/2033,21,USA,5' 10',180 lbs,Switch,Right,0.5 Stars,1.5 Stars,5,10,12,14,25,1,11,8,13,17,29,1,10,3,11,14,24,1,28,8,Flyball,Pull,Pull,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,SIDE,Normal,1,1,8,9,4,48,37,36,37,13,29,23,49,33,32,44,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,24,Phil Ryan,,-,-,-,03/03/2033,21,USA,6' 0',180 lbs,Right,Right,0.5 Stars,2.0 Stars,11,12,10,20,14,12,14,13,11,24,18,15,12,11,10,19,13,11,59,12,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,5,1,1,1,62,49,63,32,33,13,23,58,45,48,59,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,11,Stephen Rüstü,,-,-,-,04/28/2034,20,USA,6' 0',175 lbs,Right,Right,0.5 Stars,3.0 Stars,31,29,16,2,17,34,31,34,18,10,22,37,29,30,15,1,16,33,46,4,Line Drive,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,OTT,Normal,1,5,7,6,13,50,59,44,59,52,51,33,31,37,33,38,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,8,Hugo Saenz,,San Francisco (INT),INT,INT,06/11/2037,17,MEX,6' 0',170 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,1,1,9,1,1,1,4,1,11,1,1,1,1,1,6,49,3,Flyball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,3/4,Normal,1,1,13,7,3,49,23,18,38,41,36,65,29,40,43,44,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,85,Raul Saenz,,-,-,-,08/31/2034,20,PUR,6' 2',190 lbs,Switch,Right,0.5 Stars,1.5 Stars,1,1,5,1,5,1,1,1,1,1,1,1,1,1,6,1,9,1,48,1,Normal,Spray,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,SIDE,Normal,1,8,66,49,33,21,9,26,1,41,19,23,28,21,11,24,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,56,Asi Salazar,,-,-,-,03/01/2038,16,USA,6' 1',180 lbs,Switch,Right,0.5 Stars,2.0 Stars,8,8,6,1,1,9,2,1,2,1,1,1,9,9,8,1,1,10,53,9,Line Drive,Normal,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,SUB,Normal,1,1,3,2,2,17,11,64,6,59,55,78,35,45,51,52,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,9,Javier Salazar,,-,-,-,01/01/2036,18,PUR,6' 6',205 lbs,Left,Left,0.5 Stars,1.5 Stars,5,1,5,5,1,10,1,1,1,1,1,1,1,8,6,7,1,11,27,1,Normal,Pull,Pull,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,1,1,2,5,4,17,1,52,56,26,26,13,3,5,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,26,Luis Salcedo,,Arizona (INT),INT,INT,09/23/2037,16,VEN,5' 11',160 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,2,5,7,5,1,8,9,1,1,1,1,1,1,49,9,Normal,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,3/4,Normal,1,1,3,2,2,55,29,50,29,43,21,21,65,57,60,61,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,11,Will Saldana,,Baltimore (INT),INT,INT,02/08/2036,18,VEN,6' 0',175 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,3,1,8,4,1,9,11,1,1,1,1,1,1,97,33,Groundball,Spray,Normal,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,87-89,3/4,GB'er,1,1,1,3,1,36,38,26,48,26,19,43,60,59,55,54,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,25,Ricky Salinas,,St. Louis (INT),INT,INT,10/26/2035,18,VEN,5' 10',175 lbs,Switch,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,1,3,3,3,7,8,5,1,1,1,1,1,1,54,6,Normal,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,1,40,52,41,15,1,23,8,21,24,44,9,5,6,6,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,19,Alex Sanchez,,-,-,-,07/18/2036,18,USA,6' 4',190 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,5,1,1,3,3,4,10,2,3,1,1,1,2,1,1,85,1,Flyball,Spray,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,3,2,4,3,63,29,69,45,32,31,54,27,6,2,2,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,18,Felipe Sanchez,,Colorado (INT),INT,INT,12/01/2036,17,CUB,6' 2',180 lbs,Right,Right,0.5 Stars,2.5 Stars,10,7,5,1,1,12,10,11,9,1,1,14,5,9,3,1,1,11,53,3,Line Drive,Normal,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,87-89,3/4,GB'er,1,1,1,4,1,65,52,76,67,28,31,49,34,17,8,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,39,Francisco Sanchez,,-,-,-,09/23/2034,19,USA,6' 2',200 lbs,Right,Right,0.5 Stars,1.5 Stars,6,4,11,10,3,9,8,10,12,12,10,11,3,3,10,8,1,5,42,6,Normal,Normal,Normal,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,46,25,55,23,31,44,39,22,37,29,1,3,1,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,19,Gus Sanchez,,Miami (INT),INT,INT,04/01/2036,18,MEX,6' 1',175 lbs,Left,Right,0.5 Stars,2.0 Stars,4,1,2,1,1,7,1,1,1,1,1,1,2,7,4,5,1,10,14,3,Normal,Spray,Spray,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,SIDE,Normal,1,1,1,1,3,67,62,35,60,52,45,52,43,35,33,22,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,16,Jon Sanchez,,Baltimore (INT),INT,INT,01/03/2038,16,MEX,6' 1',175 lbs,Right,Right,0.5 Stars,2.0 Stars,2,2,4,1,1,2,6,8,8,4,1,10,1,1,3,1,1,1,46,4,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,SIDE,Normal,1,1,2,2,1,50,34,25,37,47,43,43,32,24,25,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,29,Jose Sanchez,,-,-,-,11/08/2037,16,PUR,6' 3',190 lbs,Switch,Right,0.5 Stars,2.0 Stars,1,4,1,2,1,1,9,8,5,10,7,7,3,1,1,1,1,1,49,10,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,1,3,3,2,36,42,70,25,20,18,60,74,63,61,69,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,34,Pedro Sanchez,,Jacksonville (INT),INT,INT,06/22/2036,18,DOM,6' 0',170 lbs,Left,Right,0.5 Stars,1.5 Stars,1,5,1,1,1,1,1,1,1,1,1,1,8,3,3,1,2,1,56,5,Normal,Normal,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,SIDE,Normal,1,1,1,2,1,43,64,42,69,47,44,57,65,50,50,52,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,41,Bobby Sandoval,,Pittsburgh (INT),INT,INT,07/15/2035,19,VEN,5' 10',165 lbs,Switch,Right,0.5 Stars,1.5 Stars,6,3,10,3,1,9,1,1,9,1,1,1,4,8,11,5,1,10,51,45,Normal,Spray,Normal,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,SIDE,Normal,1,2,1,1,4,63,25,28,26,38,38,38,63,67,66,65,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,25,Angel Santa Cruz,,New York (INT),INT,INT,06/13/2036,18,MEX,5' 11',175 lbs,Right,Right,0.5 Stars,0.5 Stars,1,1,1,1,5,1,1,1,1,1,11,7,1,1,1,1,2,1,30,4,Flyball,Pull,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,1,1,29,51,28,21,10,29,5,24,19,27,26,16,15,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,5,Dave Santiago,,Chicago (INT),INT,INT,05/30/2038,16,VEN,6' 1',175 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,3,1,8,2,1,1,12,1,1,1,1,1,1,60,4,Normal,Normal,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,4,7,2,45,28,44,40,23,11,24,61,48,48,42,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,55,Evan Santiago,,-,-,-,02/24/2033,21,USA,6' 4',200 lbs,Left,Left,0.5 Stars,1.5 Stars,10,1,11,1,14,16,1,1,6,1,11,9,1,11,12,2,15,18,44,1,Normal,Pull,Spray,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,3/4,Normal,1,1,1,1,1,9,4,39,1,41,29,53,21,31,27,30,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,46,Ricardo Santos,,-,-,-,11/08/2036,17,USA,6' 7',205 lbs,Left,Left,0.5 Stars,2.0 Stars,3,2,10,5,4,5,1,1,6,1,1,1,3,6,10,8,9,9,29,9,Normal,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,10,8,7,18,21,17,3,37,51,42,57,45,43,43,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,26,Javy Saucedo,,-,-,-,10/17/2037,16,USA,6' 3',185 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,1,1,3,1,1,1,1,1,10,1,1,1,1,1,1,55,2,Normal,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,35,28,42,17,16,20,2,41,35,21,38,48,55,66,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,27,Elijah Saunders,,-,-,-,05/09/2036,18,USA,6' 0',170 lbs,Left,Right,0.5 Stars,1.5 Stars,9,5,1,1,1,11,1,3,1,1,1,6,7,10,1,1,1,12,53,2,Normal,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,3/4,Normal,1,1,10,7,10,13,15,38,11,56,32,35,32,17,18,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,14,Marc Schlegel,,-,-,-,12/30/2036,17,USA,6' 1',200 lbs,Right,Right,0.5 Stars,3.0 Stars,1,5,3,13,5,1,9,1,6,16,9,1,5,1,2,12,4,1,22,6,Flyball,Pull,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,OTT,Normal,1,1,49,43,45,15,21,42,4,46,40,48,10,9,2,17,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,10,Jimmy Schmaltz,,-,-,-,01/14/2037,17,USA,6' 4',195 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,1,1,4,1,1,1,1,3,8,1,1,1,1,1,3,1,46,8,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,SIDE,Normal,1,6,33,35,46,33,9,76,5,35,34,26,26,7,2,16,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,15,Scott Schmidt,,-,-,-,10/25/2033,20,USA,6' 1',190 lbs,Left,Left,0.5 Stars,2.0 Stars,14,14,13,1,4,16,13,12,11,1,1,12,15,15,13,1,6,17,53,5,Line Drive,Normal,Spray,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,6,2,1,1,20,18,13,3,36,27,28,56,48,47,33,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
